surface,tab,group,label,stable_command_id,aliases,visible,implementation_status,availability_reason,required_document_or_selection,controller,engine_operation,input_dialog_or_preset,output_or_state_change,undo_contract,dependency,source_location,test_or_repro,implementation_commit,review_status,evidence_path
ribbon,Organize,Decorate,Watermark,watermark,,true,implemented+available,Open a PDF,Open a PDF,HomeController entry route -> WatermarkDialog (TaskNav Dialog kind),IImageEditor::addTextWatermark/addImageWatermark,"WatermarkDialog (text/image, opacity, position, pages)",Watermark stamped on pages (PERSISTED); skipSigned default,NOT undoable (direct engine write),None,src/shell/TaskNav.cpp:31; src/GpMainWindow.cpp:844-859; src/core/interfaces/IPdfEditorEngine.h:235-236,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Organize,Decorate,Background,background,,false,planned-unimplemented,no implementation found after tracing for page backgrounds (no setBackground op; grep none). Nearest implemented: addImageWatermark (IImageEditor.h:236) can paint a full-page image; resources/icons/background.svg exists,Open a PDF,None,addImageWatermark (nearest),Color/image picker (unspecified),Page background applied (target behavior),Not undoable (direct engine write pattern),None,src/shell/RibbonModel.cpp:25; src/core/interfaces/IPdfEditorEngine.h:235-236,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Comment,Markup,Highlight,highlight,,true,implemented+available,Open a PDF,Open a PDF,EditController,AnnotationLayer tool mode; .ann sidecar + embedAnnotations on save,Drag/click on page; inspector style controls,ToolMode::Highlight annotation added; document dirtied,Annotation edits undoable via EditAnnotationCommand; placement dirty+save (not independently traced),None,src/shell/controllers/EditController.cpp:101-124,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Comment,Markup,Underline,underline,,true,implemented+available,Open a PDF,Open a PDF,EditController,AnnotationLayer tool mode; .ann sidecar + embedAnnotations on save,Drag/click on page; inspector style controls,ToolMode::Underline annotation added; document dirtied,Annotation edits undoable via EditAnnotationCommand; placement dirty+save (not independently traced),None,src/shell/controllers/EditController.cpp:101-124,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Comment,Markup,Strikeout,strikeout,,true,implemented+available,Open a PDF,Open a PDF,EditController,AnnotationLayer tool mode; .ann sidecar + embedAnnotations on save,Drag/click on page; inspector style controls,"ToolMode::Strikeout (ribbon id 'strike' aliases canonical 'strikeout', ToolId.cpp:191) annotation added; document dirtied",Annotation edits undoable via EditAnnotationCommand; placement dirty+save (not independently traced),None,src/shell/controllers/EditController.cpp:101-124,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Comment,Markup,Squiggly,squiggly,,true,implemented+available,Open a PDF,Open a PDF,EditController,AnnotationLayer tool mode; .ann sidecar + embedAnnotations on save,Drag/click on page; inspector style controls,ToolMode::Squiggly annotation added; document dirtied,Annotation edits undoable via EditAnnotationCommand; placement dirty+save (not independently traced),None,src/shell/controllers/EditController.cpp:101-124,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Comment,Notes,Sticky Note,note,,true,implemented+available,Open a PDF,Open a PDF,EditController,AnnotationLayer tool mode; .ann sidecar + embedAnnotations on save,Drag/click on page; inspector style controls,ToolMode::AddComment sticky note annotation added; document dirtied,Annotation edits undoable via EditAnnotationCommand; placement dirty+save (not independently traced),None,src/shell/controllers/EditController.cpp:101-124,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Comment,Notes,Callout,callout,,true,implemented+available,Open a PDF,Open a PDF,EditController,AnnotationLayer tool mode; .ann sidecar + embedAnnotations on save,Drag/click on page; inspector style controls,ToolMode::Callout annotation added; document dirtied,Annotation edits undoable via EditAnnotationCommand; placement dirty+save (not independently traced),None,src/shell/controllers/EditController.cpp:101-124,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Comment,Notes,Text Box,textbox,,true,implemented+available,Open a PDF,Open a PDF,EditController,AnnotationLayer tool mode; .ann sidecar + embedAnnotations on save,Drag/click on page; inspector style controls,ToolMode::AddTextBox annotation added; document dirtied,Annotation edits undoable via EditAnnotationCommand; placement dirty+save (not independently traced),None,src/shell/controllers/EditController.cpp:101-124,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Comment,Drawing,Line,line,,true,implemented+available,Open a PDF,Open a PDF,EditController,AnnotationLayer tool mode; .ann sidecar + embedAnnotations on save,Drag/click on page; inspector style controls,ToolMode::DrawLine annotation added; document dirtied,Annotation edits undoable via EditAnnotationCommand; placement dirty+save (not independently traced),None,src/shell/controllers/EditController.cpp:101-124,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Comment,Drawing,Arrow,arrow,,true,implemented+available,Open a PDF,Open a PDF,EditController,AnnotationLayer tool mode; .ann sidecar + embedAnnotations on save,Drag/click on page; inspector style controls,ToolMode::DrawArrow annotation added; document dirtied,Annotation edits undoable via EditAnnotationCommand; placement dirty+save (not independently traced),None,src/shell/controllers/EditController.cpp:101-124,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Comment,Drawing,Rectangle,rect,,true,implemented+available,Open a PDF,Open a PDF,EditController,AnnotationLayer tool mode; .ann sidecar + embedAnnotations on save,Drag/click on page; inspector style controls,ToolMode::DrawRectangle annotation added; document dirtied,Annotation edits undoable via EditAnnotationCommand; placement dirty+save (not independently traced),None,src/shell/controllers/EditController.cpp:101-124,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Comment,Drawing,Oval,oval,,true,implemented+available,Open a PDF,Open a PDF,EditController,AnnotationLayer tool mode; .ann sidecar + embedAnnotations on save,Drag/click on page; inspector style controls,ToolMode::DrawEllipse annotation added; document dirtied,Annotation edits undoable via EditAnnotationCommand; placement dirty+save (not independently traced),None,src/shell/controllers/EditController.cpp:101-124,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Comment,Drawing,Polyline,poly,,false,implemented+missing-context,"Partially implemented: NO standalone polyline annotation ToolMode exists, but the PolyLine geometry + serialization path is real - MeasurePerimeter serializes /PolyLine incl. closing edge (G22, commit 83706cf); resources/icons/polyline.svg exists; menu Comments>Polyline is Disabled (MenuBar.cpp:105). Wire target: a DrawPolyline ToolMode reusing the measure draft path or new annotation type",Open a PDF,None for plain polyline,AnnotationSerializer /PolyLine (measure items today),Vertex clicks (unspecified),Polyline annotation added (target behavior),Annotation undo path (target),None,src/shell/RibbonModel.cpp:28; commit 83706cf; src/shell/MenuBar.cpp:105,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Comment,Drawing,Pencil,pencil,,true,implemented+available,Open a PDF,Open a PDF,EditController,AnnotationLayer tool mode; .ann sidecar + embedAnnotations on save,Drag/click on page; inspector style controls,ToolMode::DrawFreehand ink annotation added; document dirtied,Annotation edits undoable via EditAnnotationCommand; placement dirty+save (not independently traced),None,src/shell/controllers/EditController.cpp:101-124,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Comment,Drawing,Eraser,erase,"eraser alias (ToolId.cpp:197); eraser (this id, ToolId.cpp:197)",true,implemented+available,Open a PDF; click an object,Object under click,EditController,IPageEditor::deleteObjectAt,Click object to delete,"Content object under click DELETED from page (PERSISTED source deletion, not annotation-only)",Reload-based; not an undo-stack command (status 'Object erased'),None,"src/shell/controllers/EditController.cpp:140-147,1112-1122",Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Comment,Stamps,Stamp,stamp,,true,implemented+available,Open a PDF,Open a PDF,EditController,AnnotationLayer tool mode; .ann sidecar + embedAnnotations on save,Drag/click on page; inspector style controls,ToolMode::Stamp image stamp annotation added; document dirtied,Annotation edits undoable via EditAnnotationCommand; placement dirty+save (not independently traced),None,src/shell/controllers/EditController.cpp:101-124,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Comment,Stamps,Custom,customStamp,,false,planned-unimplemented,"no implementation found after tracing for custom stamp selection (ToolMode::Stamp exists for predefined stamps, EditController.cpp:116; menu Comments>Stamps>Custom Stamp Disabled MenuBar.cpp:99; resources/icons/custom-stamp.svg exists). Menu Approved/Draft/Confidential stamp actions are UNCONNECTED no-ops (MenuBar.cpp:364-366)",Open a PDF,EditController (predefined only),AnnotationLayer stamp,Stamp image picker (unspecified),Custom image stamp placed (target behavior),Annotation undo path (target),None,"src/shell/MenuBar.cpp:99,363-368; src/shell/RibbonModel.cpp:28",Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Comment,Review,Summary,summary,,false,planned-unimplemented,no implementation found after tracing (no comment-summary report generator traced; CommentsWidget has filters but no summary export),Open a PDF with comments,None,None,None,Comment summary document/table (target behavior),None (new output),None,src/shell/RibbonModel.cpp:29,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Comment,Review,Filter,filterComm,,false,implemented+missing-context,"Implemented-but-hidden: CommentsWidget status/author/date filters (applyFilters, activeFilterCount/Summary, clearFilters - CommentsWidget.h:38-46,79-99) live in the left Comments pane. Wire target: ribbon route that raises the pane (same as hidden 'comments')",Open a PDF,CommentsWidget,in-memory filter over annotation records,Filter combos in Comments pane,Visible comment subset changes,None (view state),None,"src/ui/CommentsWidget.h:38-46,79-109",Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Comment,Review,Status,statusComm,,false,implemented+missing-context,Implemented-but-hidden: ReviewState model (AnnotationTypes.h ReviewState None/Open/Accepted/Rejected/Cancelled/Completed) + status filter in CommentsWidget; review-state changes route through the shared QUndoStack via EditAnnotationCommand (Sidebar.cpp:103-106). Wire target: raise Comments pane / selected-annotation status control,Open a PDF + a comment selected,CommentsWidget/InspectorWidget,EditAnnotationCommand on shared QUndoStack,Status picker,Annotation ReviewState changed; document dirtied,Undoable (EditAnnotationCommand),None,src/core/AnnotationTypes.h:10-19; src/ui/CommentsWidget.h:97; src/shell/Sidebar.cpp:103-106,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Comment,Review,Track Changes,trackChanges,,false,planned-unimplemented,no implementation found after tracing (no track-changes/change-log model traced; ReviewState is not change tracking),n/a,None,None,None,Change log/toggle (target behavior),None traced,None,src/shell/RibbonModel.cpp:29,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Comment,Review,Reply,reply,,false,implemented+missing-context,Implemented-but-hidden: CommentsWidget::replyToComment slot + context menu/composer wired via setContext/setViewer (Sidebar.cpp:103-106 M6-P5 D3 note says they are 'otherwise inert without it'). Wire target: raise Comments pane; contextual reply on selected comment,Open a PDF + a comment,CommentsWidget,EditAnnotationCommand (threaded reply record),Reply composer in Comments pane,Reply added to thread; document dirtied,Undoable (EditAnnotationCommand),None,src/ui/CommentsWidget.h:68; src/shell/Sidebar.cpp:101-110,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Convert,From PDF,Word,toWord,,true,implemented+available,Open a PDF; capability-gated (U08 gate explains why-not before dialog),Open a PDF,ConvertController,IConversionEngine::convertTo (TargetFormat::Word),Save-file dialog .docx,New exported file; input unchanged; local-processing notice,None (new file),CapId::WordExport (fallback writer warns HTML-as-docx),src/shell/controllers/ConvertController.cpp,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Convert,From PDF,Excel,toExcel,,true,implemented+available,Open a PDF; capability-gated (U08 gate explains why-not before dialog),Open a PDF,ConvertController,IConversionEngine::convertTo (TargetFormat::Excel),Save-file dialog .xlsx,New exported file; input unchanged; local-processing notice,None (new file),CapId::ExcelExport (fallback warns CSV-as-xlsx),src/shell/controllers/ConvertController.cpp,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Convert,From PDF,PowerPoint,toPPT,,true,implemented+available,Open a PDF; capability-gated (U08 gate explains why-not before dialog),Open a PDF,ConvertController,IConversionEngine::convertTo (TargetFormat::PowerPoint),Save-file dialog .pptx,New exported file; input unchanged; local-processing notice,None (new file),CapId::PptExport,src/shell/controllers/ConvertController.cpp,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Convert,From PDF,HTML,toHTML,,true,implemented+available,Open a PDF; capability-gated (U08 gate explains why-not before dialog),Open a PDF,ConvertController,IConversionEngine::convertTo (TargetFormat::Html),Save-file dialog .html,New exported file; input unchanged; local-processing notice,None (new file),CapId::HtmlExport,src/shell/controllers/ConvertController.cpp,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Convert,From PDF,Markdown,toMD,,false,planned-unimplemented,"no implementation found after tracing (IConversionEngine::TargetFormat = Word,Excel,Html,Image,Csv,OfficeToPdf,Text,PowerPoint,ImagesToPdf - no Markdown; grep markdown in engines: none)",Open a PDF,None,None,Save dialog (unspecified),Markdown file written (target behavior),None (new file),None,src/core/interfaces/IConversionEngine.h:9; src/shell/RibbonModel.cpp:31,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Convert,From PDF,EPUB,toEPUB,,false,planned-unimplemented,no implementation found after tracing (no EPUB TargetFormat or writer; grep epub in engines: none; resources/icons/epub.svg exists),Open a PDF,None,None,Save dialog (unspecified),EPUB written (target behavior),None (new file),None,src/core/interfaces/IConversionEngine.h:9,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Convert,From PDF,Text,toText,,true,implemented+available,Open a PDF; capability-gated (U08 gate explains why-not before dialog),Open a PDF,ConvertController,IConversionEngine::convertTo (TargetFormat::Text),Save-file dialog .txt,New exported file; input unchanged; local-processing notice,None (new file),CapId::TextExport,src/shell/controllers/ConvertController.cpp,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Convert,From PDF,Image,toImage,,true,implemented+available,Open a PDF; capability-gated (U08 gate explains why-not before dialog),Open a PDF,ConvertController,IConversionEngine::convertTo (TargetFormat::Image),Save-file dialog png/jpg/tif,New exported file; input unchanged; local-processing notice,None (new file),CapId::ImageExport (capability-derived filter),src/shell/controllers/ConvertController.cpp,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Convert,From PDF,CSV,toCSV,,true,implemented+available,Open a PDF; capability-gated (U08 gate explains why-not before dialog),Open a PDF,ConvertController,IConversionEngine::convertTo (TargetFormat::Csv),Save-file dialog .csv,New exported file; input unchanged; local-processing notice,None (new file),CapId::CsvExport,src/shell/controllers/ConvertController.cpp,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Convert,To PDF,From File,importOffice,importOffice canonical (ToolId.cpp:242),true,implemented+dependency-unavailable,Always; LibreOffice soffice required (runtime probe + download offer),None,HomeController,ConversionManager::convertOfficeToPdf (LibreOffice),Office file-open + save-file dialogs,New PDF from docx/xlsx/pptx/odt/rtf/csv/txt; opened after convert,None (new file),LibreOffice installed (CapId::OfficeImport),"src/shell/controllers/HomeController.cpp:103-104,647-723",Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Convert,To PDF,Scanner,fromScan,,false,planned-unimplemented,no implementation found after tracing (no scanner acquisition/TWIA/WIA code traced; resources/icons/scan.svg exists only),None,None,None,Scanner picker (unspecified),Scanned images combined to PDF (target behavior; convertImagesToPdf is the natural backend),None (new file),None,src/shell/RibbonModel.cpp:31,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Convert,To PDF,Web Page,fromWeb,,false,planned-unimplemented,no implementation found after tracing (no URL-to-PDF renderer traced; resources/icons/web-page.svg exists only),None,None,None,URL input (unspecified),PDF rendered from web page (target behavior; would need a rendering engine - privacy policy applies),None (new file),None,src/shell/RibbonModel.cpp:31,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Convert,To PDF,Combine,combine,"combinePDF (Convert tab alias, ToolId.cpp:231); mergeFilesRequested welcome route; combinePDF (this id, ToolId.cpp:231); merge (alias)",true,implemented+available,Always,None,ConvertController; welcome Merge card via ToolRegistry,PdfViewerWidget::mergeDocuments,Multi file-open + save dialog,New merged PDF,None (new file),None,src/GpMainWindow.cpp:223-224; src/shell/controllers/ConvertController.cpp:295-333,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Convert,Tables,Extract Tables,extractTables,,false,planned-unimplemented,no implementation found after tracing (only the RibbonModel declaration exists; no table detection/extraction engine code traced),Open a PDF,None,None,Save dialog (unspecified),Table data extracted (target behavior),None (new file),None,src/shell/RibbonModel.cpp:32-33; grep extractTables: RibbonModel only,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Convert,Tables,Auto-detect,detectTables,,false,planned-unimplemented,no implementation found after tracing (same as extractTables: declaration only),Open a PDF,None,None,None,Table regions detected/highlighted (target behavior),None traced,None,src/shell/RibbonModel.cpp:32-33,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Convert,Tables,Export CSV,toCSV,"exportCSV (this id, ToolId.cpp:234)",true,implemented+available,Open a PDF; capability-gated (U08 gate explains why-not before dialog),Open a PDF,ConvertController,IConversionEngine::convertTo (TargetFormat::Csv),Save-file dialog .csv,New exported file; input unchanged; local-processing notice,None (new file),CapId::CsvExport,src/shell/controllers/ConvertController.cpp,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Convert,Optimize,Compress,compress,,true,implemented+available,Open a PDF,Open a PDF,ConvertController entry route -> CompressDialog (TaskNav Dialog kind),IExporter::estimateOptimization/optimizeDocument; MRC exportMrcPdfA path,"CompressDialog options (MRC, honest R12 unsupported-pass disclosure)",Optimized/compressed copy written,None (new file),CapId::CompressSubsetFonts + CompressRemoveUnused are UnavailableBuild (R12),src/GpMainWindow.cpp:846-852,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Convert,Optimize,Reduce Size,compress,compress,false,obsolete-alias-duplicate,Duplicate of visible 'compress': no separate reduce implementation; CompressDialog (route of ToolId::Compress) IS the size-reduction implementation incl. honest R12 unsupported-pass disclosure (r12UnsupportedPassExplanation). Execution prompt UI06 rule: they must not be duplicates pretending separate capabilities. Canonical: compress,Open a PDF,ConvertController entry route,IExporter::optimizeDocument/estimateOptimization,CompressDialog,Compressed copy written,None (new file),None,src/shell/RibbonModel.cpp:34; src/core/Capability.h:62-63; src/modes/CompressDialog.h,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Convert,Optimize,PDF/A,pdfA,,true,implemented+available,"Open a PDF; veraPDF needed only for PDF/A VALIDATION (PdfAValidationPanel), not export",Open a PDF,ConvertController,IExporter::exportPdfA (level 1b/2b/3b),Level chooser + save-file dialog,PDF/A copy written,None (new file),None,"src/shell/controllers/ConvertController.cpp:107-109,387-447",Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
